,UserOwner,AlbumName,SongReleaseDate,ArtistName,SongIsExplicit,SongName,PlaylistName,artist,title,lyric,negative,neutral,positive,compound
191,11124830059,The Best of Hans Zimmer,2011-02-07,London Music Works,False,"Time (From ""Inception"")",BSO study,,,,,,,
192,11124830059,AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,2009-12-07,James Horner,False,Jake's first flight,BSO study,,,,,,,
193,11124830059,Transformers: The Score,2007-10-01,Steve Jablonsky,False,Arrival to Earth,BSO study,,,,,,,
194,11124830059,Band of Brothers - Original Motion Picture Soundtrack,2001-07-19,London Metropolitan Orchestra,False,Headscarf - Instrumental,BSO study,,,,,,,
195,11124830059,The Man in the Iron Mask,1998,Nick Glennie-Smith,False,The Pig Chase,BSO study,,,,,,,
196,11124830059,Pirates Of The Caribbean: At World's End Original Soundtrack,2007-01-01,Hans Zimmer,False,One Day,BSO study,,,,,,,
197,11124830059,We Were Soldiers - Original Motion Picture Score,2002-02-20,Nick Glennie-Smith,False,First Step,BSO study,,,,,,,
198,11124830059,"Greatest Movie Themes, Vol. 3",2011-12-02,Prague Festival Orchestra,False,Atlantis,BSO study,,,,,,,
199,11124830059,The Man in the Iron Mask,1998,Nick Glennie-Smith,False,King for a King,BSO study,,,,,,,
200,11124830059,Lord of the Rings 3 - The Return of the King,2003-11-24,Howard Shore,False,The Steward of Gondor (feat. Billy Boyd),BSO study,,,,,,,
201,11124830059,The Lord of the Rings: The Two Towers (Original Motion Picture Soundtrack),2002-12-02,Howard Shore,False,The Hornburg,BSO study,,,,,,,
202,11124830059,The Lord of the Rings - The Return of the King - The Complete Recordings (Limited Edition),2003-11-24,Howard Shore,False,Roots and Beginnings,BSO study,,,,,,,
203,11124830059,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),2001-11-19,Howard Shore,False,Flight to the Ford,BSO study,,,,,,,
204,11124830059,The Thin Red Line,1999-01-11,Hans Zimmer,False,Journey to the Line,BSO study,,,,,,,
205,11124830059,Enemy At The Gates - Original Motion Picture Soundtrack,2001-02-19,James Horner,False,Tania (End Credits) - Voice,BSO study,,,,,,,
206,11124830059,Gladiator - Music From The Motion Picture,2000-01-01,Klaus Badelt,False,Elysium,BSO study,,,,,,,
207,11124830059,First Knight Original Motion Picture Soundtrack,1995-07-04,Jerry Goldsmith,False,A New Life,BSO study,,,,,,,
208,11124830059,John Williams - Best Of,2013-03-11,John Williams,False,"Theme From ""Jurassic Park""",BSO study,,,,,,,
209,11124830059,Schindler's List (Soundtrack),1993-01-01,John Williams,False,Theme From Schindler's List,BSO study,,,,,,,
210,11124830059,The Revenant (Original Motion Picture Soundtrack),2015-12-25,Ryuichi Sakamoto,False,The Revenant Main Theme,BSO study,,,,,,,
211,11124830059,Pearl Harbor - Original Motion Picture Soundtrack,2005-12-06,Hans Zimmer,False,Tennessee,BSO study,,,,,,,
212,11124830059,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),2001-11-19,Howard Shore,False,"The Council of Elrond (feat. ""Aniron"") [Theme for Aragorn and Arwen]",BSO study,,,,,,,
213,11124830059,The Imitation Game (Original Motion Picture Soundtrack),2014-11-07,Alexandre Desplat,False,Alan Turing's Legacy,BSO study,,,,,,,
214,11124830059,The Lord of the Rings: The Fellowship of the Ring (Original Motion Picture Soundtrack),2001-11-19,Howard Shore,False,"The Breaking of the Fellowship (feat. ""In Dreams"")",BSO study,,,,,,,
215,11124830059,1996,1996,Ryuichi Sakamoto,False,Merry Christmas Mr. Lawrence,BSO study,,,,,,,
216,11124830059,More Music from Braveheart,1980,James Horner,False,For The Love Of A Princess,BSO study,,,,,,,
217,11124830059,The Island (Original Motion Picture Soundtrack),2005-07-01,Steve Jablonsky,False,My Name Is Lincoln,BSO study,,,,,,,
218,11124830059,Saving Private Ryan (Music From The Original Motion Picture Soundtrack),1998-01-01,John Williams,False,Hymn To The Fallen - Saving Private Ryan/Soundtrack Version,BSO study,,,,,,,
219,11124830059,Dinosaur Original Soundtrack,2000-01-01,James Newton Howard,False,Inner Sanctum / The Nesting Grounds,BSO study,,,,,,,
220,11124830059,Band of Brothers - Original Motion Picture Soundtrack,2001-07-19,London Metropolitan Orchestra,False,Main Titles from the HBO Miniseries Band of Brothers - Instrumental,BSO study,,,,,,,
221,11124830059,Braveheart - Original Motion Picture Soundtrack,1995-01-01,James Horner,False,A Gift Of A Thistle,BSO study,,,,,,,
222,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,A Way of Life,BSO study,,,,,,,
223,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,Spectres in the Fog,BSO study,,,,,,,
224,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,Taken,BSO study,,,,,,,
225,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,A Hard Teacher,BSO study,,,,,,,
226,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,To Know My Enemy,BSO study,,,,,,,
227,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,Idyll's End,BSO study,,,,,,,
228,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,Safe Passage,BSO study,,,,,,,
229,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,Ronin,BSO study,,,,,,,
230,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,Red Warrior,BSO study,,,,,,,
231,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,The Way of the Sword,BSO study,,,,,,,
232,11124830059,The Last Samurai: Original Motion Picture Score,2003-11-25,Hans Zimmer,False,A Small Measure of Peace,BSO study,,,,,,,
233,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Iva Davies,False,The Far Side of the World (Master & Commander - OST),BSO study,,,,,,,
234,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Iva Davies,False,Into the Fog (Master & Commander - OST),BSO study,,,,,,,
235,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Traditional,False,The Cuckold Comes out of the Amery,BSO study,,,,,,,
236,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Wolfgang Amadeus Mozart,False,3. Rondo - Allegro,BSO study,,,,,,,
237,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Ralph Vaughan Williams,False,Fantasia On A Theme By Thomas Tallis - Excerpt,BSO study,,,,,,,
238,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Iva Davies,False,The Doldrums (Master & Commander - OST),BSO study,,,,,,,
239,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Johann Sebastian Bach,False,1. Prélude,BSO study,,,,,,,
240,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Traditional,False,Folk Medley,BSO study,,,,,,,
241,11124830059,Master & Commander: Original Soundtrack,2003-10-01,Iva Davies,False,The Battle (Master & Commander - OST),BSO study,,,,,,,
242,11124830059,The Perfect Storm (Original Score),2000-05-23,James Horner,False,Coming Home from the Sea - Instrumental,BSO study,,,,,,,
243,11124830059,Conan The Barbarian (Original Motion Picture Soundtrack),2001-02-07,Basil Poledouris,False,Riddle of Steel / Riders of Doom,BSO study,,,,,,,
244,11124830059,Star Wars: El Despertar de la Fuerza (Banda Sonora Original),2015-12-18,John Williams,False,Rey's Theme,BSO study,,,,,,,
245,11124830059,100 Greatest Film Themes,2012-02-20,The City of Prague Philharmonic Orchestra,False,Robin Hood: Prince of Thieves,BSO study,,,,,,,
246,11124830059,Star Wars: La Amenaza Fantasma (Banda Sonora Original),1999-05-04,John Williams,False,Duel of the Fates,BSO study,,,,,,,
247,11124830059,The Lion King: Special Edition Original Soundtrack (English Version),2003-01-01,Hans Zimmer,False,This Land,BSO study,,,,,,,
248,11124830059,National Treasure,2004,Trevor Rabin,False,Finding Charlotte,BSO study,,,,,,,
249,11124830059,The Lord of the Rings: The Two Towers (Original Motion Picture Soundtrack),2002-12-02,Howard Shore,False,The Riders of Rohan,BSO study,,,,,,,
250,11124830059,How To Train Your Dragon (Music From The Motion Picture),2010-03-23,John Powell,False,This Is Berk,BSO study,,,,,,,
251,11124830059,How To Train Your Dragon (Music From The Motion Picture),2010-03-23,John Powell,False,See You Tomorrow,BSO study,,,,,,,
252,11124830059,X-MEN: FIRST CLASS,2011-05-30,Henry Jackman,False,First Class,BSO study,,,,,,,
253,11124830059,X-MEN: FIRST CLASS,2011-05-30,Henry Jackman,False,X-Training,BSO study,,,,,,,
254,11124830059,Game of Thrones: Season 5 (Music from the HBO Series),2015-06-12,Ramin Djawadi,False,Dance of Dragons,BSO study,,,,,,,
255,11124830059,Thor: The Dark World (Original Motion Picture Soundtrack),2013-01-01,Brian Tyler,False,"Into Eternity - From ""Thor: The Dark World""/Score",BSO study,,,,,,,
256,11124830059,"The Best of Hans Zimmer, Vol. 2",2015-03-30,London Music Works,False,"New York City Surprise (From ""Madagascar 3: Europe's Most Wanted"")",BSO study,,,,,,,
257,11124830059,Uncharted 4: A Thief's End (Original Soundtrack),2016-05-10,Henry Jackman,False,A Thief's End,BSO study,,,,,,,
258,11124830059,Avengers: Age of Ultron (Original Motion Picture Soundtrack),2015-04-20,Danny Elfman,False,Avengers Unite,BSO study,,,,,,,
259,11124830059,100 Greatest Film Themes,2007-05-28,The City of Prague Philharmonic Orchestra,False,"Main Themes (From ""Dragonheart"")",BSO study,,,,,,,
260,11124830059,The Man in the Iron Mask,1998,Nick Glennie-Smith,False,All For One,BSO study,,,,,,,
261,markettes99,Back In Black,1980-07-25,AC/DC,False,Back In Black,Clasicos,,,,,,,
262,markettes99,Appetite For Destruction,1987-07-21,Guns N' Roses,True,Sweet Child O' Mine,Clasicos,,,,,,,
263,markettes99,Appetite For Destruction,1987-07-21,Guns N' Roses,True,Welcome To The Jungle,Clasicos,,,,,,,
264,markettes99,Use Your Illusion II,1991-09-18,Guns N' Roses,False,Knockin' On Heaven's Door,Clasicos,,,,,,,
265,markettes99,Comeblack,2011-11-04,Scorpions,False,Still Loving You,Clasicos,,,,,,,
266,markettes99,Crazy World,1990-01-01,Scorpions,False,Send Me An Angel,Clasicos,,,,,,,
267,markettes99,Metallica,1991-08-12,Metallica,False,Nothing Else Matters,Clasicos,,,,,,,
268,markettes99,Boulevard of Broken Dreams,2004,Green Day,True,Boulevard of Broken Dreams,Clasicos,,,,,,,
269,markettes99,Meteora,2003-03-24,Linkin Park,False,Numb,Clasicos,,,,,,,
270,markettes99,The Razors Edge,1990-09-24,AC/DC,False,Thunderstruck,Clasicos,,,,,,,
271,markettes99,A Night At The Opera (2011 Remaster),1975-11-21,Queen,False,Bohemian Rhapsody - Remastered 2011,Clasicos,,,,,,,
272,markettes99,The Joshua Tree (Super Deluxe),1987-03-03,U2,False,I Still Haven't Found What I'm Looking For,Clasicos,,,,,,,
273,markettes99,The Joshua Tree (Super Deluxe),1987-03-03,U2,False,With Or Without You - Remastered,Clasicos,,,,,,,
274,markettes99,Songs Of Innocence (Deluxe),2014-01-01,U2,False,Song For Someone,Clasicos,,,,,,,
275,markettes99,Led Zeppelin IV (Deluxe Edition),1971-11-08,Led Zeppelin,False,Stairway to Heaven - Remaster,Clasicos,,,,,,,
276,markettes99,Nevermind (Deluxe Edition),1991-09-26,Nirvana,False,Smells Like Teen Spirit,Clasicos,,,,,,,
277,markettes99,War (Remastered),1983-02-28,U2,False,Sunday Bloody Sunday - Remastered 2008,Clasicos,,,,,,,
278,markettes99,Crazy World,1990-01-01,Scorpions,False,Wind Of Change,Clasicos,,,,,,,
279,markettes99,Californication (Deluxe Edition),1999-06-08,Red Hot Chili Peppers,False,Californication,Clasicos,,,,,,,
280,markettes99,Californication (Deluxe Edition),1999-06-08,Red Hot Chili Peppers,False,Otherside,Clasicos,,,,,,,
281,markettes99,Comeblack,2011-11-04,Scorpions,False,No One Like You,Clasicos,,,,,,,
282,markettes99,Metallica,1991-08-12,Metallica,False,Enter Sandman,Clasicos,,,,,,,
283,markettes99,Use Your Illusion I,1991-09-17,Guns N' Roses,False,November Rain,Clasicos,,,,,,,
284,markettes99,Night Visions (Deluxe),2012-09-04,Imagine Dragons,False,On Top Of The World,On tour,,,,,,,
285,markettes99,The Days / Nights,2014-12-01,Avicii,False,The Nights,On tour,,,,,,,
286,markettes99,Stories,2015-10-02,Avicii,False,Can't Catch Me,On tour,,,,,,,
287,markettes99,Stories,2015-10-02,Avicii,False,Touch Me,On tour,,,,,,,
288,markettes99,True,2013-01-01,Avicii,False,Hey Brother,On tour,,,,,,,
289,markettes99,True,2013-01-01,Avicii,False,Heart Upon My Sleeve,On tour,,,,,,,
290,markettes99,True,2013-01-01,Avicii,False,Wake Me Up - Radio Edit,On tour,,,,,,,
291,markettes99,Lonely Together (Acoustic),2017-10-27,Avicii,False,Lonely Together - Acoustic,On tour,,,,,,,
292,markettes99,Thunder / Young Dumb & Broke (with Khalid) [Medley],2017-12-20,Imagine Dragons,False,Thunder / Young Dumb & Broke (with Khalid) - Medley,On tour,,,,,,,
293,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Next To Me,On tour,,,,,,,
294,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Thunder,On tour,,,,,,,
295,markettes99,Night Visions,2012-09-04,Imagine Dragons,False,It's Time,On tour,,,,,,,
296,markettes99,Gold,2014-12-16,Imagine Dragons,False,Gold,On tour,,,,,,,
297,markettes99,Smoke + Mirrors (Deluxe),2015-10-30,Imagine Dragons,False,Battle Cry,On tour,,,,,,,
298,markettes99,A Sky Full of Stars,2014-05-02,Coldplay,False,A Sky Full of Stars,On tour,,,,,,,
299,markettes99,Lonewolf,2018-03-21,EMDI,False,Lonewolf,On tour,,,,,,,
300,markettes99,AM,2013-09-09,Arctic Monkeys,False,Do I Wanna Know?,On tour,,,,,,,
301,markettes99,Uncovered,2017-09-29,Robin Schulz,False,Oh Child,On tour,,,,,,,
302,markettes99,Superhero,2016-11-26,Unknown Brain,False,Superhero,On tour,,,,,,,
303,markettes99,Hoping,2017-03-10,X Ambassadors,False,Hoping,On tour,,,,,,,
304,markettes99,Look Alive (feat. Drake),2018-02-09,BlocBoy JB,True,Look Alive (feat. Drake),On tour,,,,,,,
305,markettes99,Scary Hours,2018-01-20,Drake,True,God's Plan,On tour,,,,,,,
306,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Rise Up,On tour,,,,,,,
307,markettes99,Stories,2015-10-02,Avicii,False,True Believer,On tour,,,,,,,
308,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Mouth Of The River,On tour,,,,,,,
309,markettes99,Night Visions (Deluxe),2012-09-04,Imagine Dragons,False,Bleeding Out,On tour,,,,,,,
310,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Yesterday,On tour,,,,,,,
311,markettes99,Toto IV,1982-04-08,TOTO,False,Africa,On tour,,,,,,,
312,markettes99,Higher Ground,2018-02-11,Rasmussen,False,Higher Ground,On tour,,,,,,,
313,markettes99,"Oh, What A Life",2014-01-01,American Authors,False,Best Day Of My Life,On tour,,,,,,,
314,markettes99,Hands,2017-05-19,Mike Perry,True,Hands,On tour,,,,,,,
315,markettes99,Seven,2016-10-28,Martin Garrix,False,Together,On tour,,,,,,,
316,markettes99,Brother,2017-07-01,Kodaline,False,Brother,On tour,,,,,,,
317,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Walking The Wire,On tour,,,,,,,
318,markettes99,Blurryface,2015-05-15,Twenty One Pilots,False,Tear in My Heart,On tour,,,,,,,
319,markettes99,American Beauty/American Psycho,2015-01-16,Fall Out Boy,False,Centuries,On tour,,,,,,,
320,markettes99,Smoke + Mirrors (Deluxe),2015-10-16,Imagine Dragons,False,Monster,On tour,,,,,,,
321,markettes99,Torches,2017-04-28,X Ambassadors,False,Torches,On tour,,,,,,,
322,markettes99,Evolve,2017-06-23,Imagine Dragons,False,I’ll Make It Up To You,On tour,,,,,,,
323,markettes99,ATLAS (Deluxe),2017-10-13,The Score,False,On And On,On tour,,,,,,,
324,markettes99,A Rush of Blood to the Head,2002-08-08,Coldplay,False,The Scientist,On tour,,,,,,,
325,markettes99,Mylo Xyloto,2011-10-24,Coldplay,False,Paradise,On tour,,,,,,,
326,markettes99,A Rush of Blood to the Head,2002-08-08,Coldplay,False,Clocks,On tour,,,,,,,
327,markettes99,MANIA,2018-01-19,Fall Out Boy,False,Champion,On tour,,,,,,,
328,markettes99,Hell or High Water,2018-05-18,Passenger,False,Hell or High Water,On tour,,,,,,,
329,markettes99,Waking Up The Giants,2015-12-04,Grizfolk,False,Waking Up The Giants,On tour,,,,,,,
330,markettes99,Culture II,2018-01-26,Migos,True,Walk It Talk It,On tour,,,,,,,
331,markettes99,ATLAS,2017-10-13,The Score,False,Unstoppable,On tour,,,,,,,
332,markettes99,Nice For What,2018-04-06,Drake,True,Nice For What,On tour,,,,,,,
333,markettes99,Waking Up The Giants,2015-12-04,Grizfolk,False,Bounty On My Head,On tour,,,,,,,
334,markettes99,Roots,2015-08-27,Imagine Dragons,False,Roots,On tour,,,,,,,
335,markettes99,Scorpion,2018-06-29,Drake,True,In My Feelings,On tour,,,,,,,
336,markettes99,Smoke + Mirrors (Deluxe),2015-05-18,Imagine Dragons,False,Release,On tour,,,,,,,
337,markettes99,Lukas Graham,2016-04-01,Lukas Graham,False,7 Years,On tour,,,,,,,
338,markettes99,Smoke + Mirrors (Deluxe),2015-05-11,Imagine Dragons,False,Thief,On tour,,,,,,,
339,markettes99,Evolve,2017-06-23,Imagine Dragons,False,I Don’t Know Why,On tour,,,,,,,
340,markettes99,Pure Heroine,2013-09-27,Lorde,False,Team,On tour,,,,,,,
341,markettes99,SWISH,2018-07-25,Tyga,True,SWISH,On tour,,,,,,,
342,markettes99,Junk Of The Heart,2011-01-01,The Kooks,False,Junk Of The Heart (Happy),On tour,,,,,,,
343,markettes99,ASTROWORLD,2018-08-03,Travis Scott,True,STARGAZING,On tour,,,,,,,
344,markettes99,Born To Be Yours,2018-06-15,Kygo,False,Born To Be Yours,On tour,,,,,,,
345,markettes99,Natural,2018-07-17,Imagine Dragons,False,Natural,On tour,,,,,,,
346,markettes99,6 Dogs,2017-07-03,6 Dogs,True,Faygo Dreams,On tour,,,,,,,
347,markettes99,What We Live For,2016-07-01,American Authors,False,I'm Born To Run,On tour,,,,,,,
348,markettes99,Smoke + Mirrors (Deluxe),2015-10-23,Imagine Dragons,False,Who We Are,On tour,,,,,,,
349,markettes99,Light Of Day,2018-05-04,Preme,True,Jackie Chan,On tour,,,,,,,
350,markettes99,Heart Wings,2012-07-30,PJ Simas,False,Call Me Crazy,On tour,,,,,,,
351,markettes99,Stoney (Deluxe),2016-12-09,Post Malone,True,I Fall Apart,On tour,,,,,,,
352,markettes99,Evolve,2017-06-23,Imagine Dragons,False,Dancing In The Dark,On tour,,,,,,,
353,markettes99,Happier,2018-08-17,Marshmello,False,Happier,On tour,,,,,,,
354,markettes99,Ocean Eyes,2009-01-01,Owl City,False,Fireflies,On tour,,,,,,,
355,markettes99,Red Pill Blues (Deluxe),2018-06-15,Maroon 5,True,Girls Like You (feat. Cardi B) - Cardi B Version,On tour,,,,,,,
356,markettes99,Love Someone,2018-09-07,Lukas Graham,False,Love Someone,On tour,,,,,,,
357,markettes99,In My Mind,2018-06-08,Dynoro,False,In My Mind,On tour,,,,,,,
358,markettes99,Skipping Stones,2018-06-22,Dan Reynolds,False,Skipping Stones,On tour,,,,,,,
359,markettes99,Follow Your Fire,2018-03-23,Kodaline,False,Follow Your Fire,On tour,,,,,,,
360,markettes99,"Camino, Fuego Y Libertad",2017-12-15,Pablo López,False,El Patio,On tour,,,,,,,
361,markettes99,Darkside,2018-07-27,Alan Walker,False,Darkside,On tour,,,,,,,
362,markettes99,Leave a Light On,2017-10-13,Tom Walker,False,Leave a Light On,On tour,,,,,,,
363,markettes99,Machine,2018-10-31,Imagine Dragons,False,Machine,On tour,,,,,,,
364,markettes99,Fast Car,2015-12-04,Jonas Blue,False,Fast Car,On tour,,,,,,,
365,markettes99,We Are All We Need,2015-01-19,Above & Beyond,False,Counting Down The Days,On tour,,,,,,,
366,markettes99,Nobody But You,2018-05-04,Cesar Sampson,False,Nobody But You,On tour,,,,,,,
367,markettes99,Nevermind,2017-06-30,Dennis Lloyd,False,Nevermind,On tour,,,,,,,
368,markettes99,No Stylist,2018-09-20,French Montana,True,No Stylist (feat. Drake),On tour,,,,,,,
369,markettes99,Dr. Charas,2016-11-18,Taburete,False,Sirenas,On tour,,,,,,,
370,markettes99,Red Pill Blues (Deluxe),2018-06-15,Maroon 5,False,Wait,On tour,,,,,,,
371,markettes99,FUTURE,2017-08-04,Future,True,Mask Off,On tour,,,,,,,
372,markettes99,Scorpion,2018-06-29,Drake,True,Nonstop,On tour,,,,,,,
373,markettes99,No Love,2018-12-26,Memphis Depay,True,No Love,On tour,,,,,,,
374,markettes99,AVĪCI (01),2017-08-10,Avicii,True,Without You (feat. Sandro Cavazza),On tour,,,,,,,
375,markettes99,Ronan,2000-01-01,Ronan Keating,False,When You Say Nothing At All,On tour,,,,,,,
376,markettes99,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018-11-30,Mark Ronson,False,Nothing Breaks Like a Heart (feat. Miley Cyrus),On tour,,,,,,,
377,markettes99,Without Me,2018-10-04,Halsey,True,Without Me,On tour,,,,,,,
378,markettes99,FRIENDS KEEP SECRETS,2018-12-07,benny blanco,False,Eastside (with Halsey & Khalid),On tour,,,,,,,
379,markettes99,La Guitarra en La Música Clásica Latina,2015-12-17,Francisco Tárrega,False,Adelita,Guitarra clasica,,,,,,,
380,markettes99,Música Celta para la Guitarra Clásica,2010-10-06,Alain Everts,False,Florence Little Wings,Guitarra clasica,,,,,,,
381,markettes99,La Guitarra en La Música Clásica Latina,2015-12-17,Francisco Tárrega,False,Mazurka in A Minor,Guitarra clasica,,,,,,,
382,markettes99,La Guitarra en La Música Clásica Latina,2015-12-17,Jorge Cardoso,False,Piezas sudamericanas ( Pieces from South America): Gato,Guitarra clasica,,,,,,,
383,markettes99,"Spain Souvenir, Música De España",2009-01-01,Los Flamencos,False,"Concierto de Aranjuez, Guitarra Clásica",Guitarra clasica,,,,,,,
384,markettes99,Guitar Recital: Pablo Garibay,2011-08-02,Francisco Tárrega,False,Capricho arabe,Guitarra clasica,,,,,,,
385,,The Motto,2021-11-04,Tiësto,False,The Motto,Beast Mode,,,,,,,
386,,INDUSTRY BABY (feat. Jack Harlow),2021-07-23,Lil Nas X,True,INDUSTRY BABY (feat. Jack Harlow),Beast Mode,,,,,,,
387,,High,2022-01-28,The Chainsmokers,True,High,Beast Mode,,,,,,,
388,,Motley Crew,2021-07-09,Post Malone,True,Motley Crew,Beast Mode,,,,,,,
389,,Going Dumb,2021-03-19,Alesso,False,Going Dumb,Beast Mode,,,,,,,
390,,Nobody To Love (with Loren Gray),2021-03-12,TELYKast,False,Nobody To Love (with Loren Gray),Beast Mode,,,,,,,
391,,Turning Me Up (Hadal Ahbek),2021-04-09,Issam Alnajjar,False,Turning Me Up (Hadal Ahbek),Beast Mode,,,,,,,
392,,Levitating (feat. DaBaby),2020-10-01,Dua Lipa,False,Levitating (feat. DaBaby),Beast Mode,,,,,,,
393,,Paradise,2020-10-30,MEDUZA,False,Paradise (feat. Dermot Kennedy),Beast Mode,,,,,,,
394,,1 Day 2 Nights,2021-06-11,HRVY,False,1 Day 2 Nights,Beast Mode,,,,,,,
395,,My Heart Goes (La Di Da) (feat. Topic),2021-08-24,Becky Hill,False,My Heart Goes (La Di Da) (feat. Topic),Beast Mode,,,,,,,
396,,MONTERO (Call Me By Your Name),2021-03-26,Lil Nas X,True,MONTERO (Call Me By Your Name),Beast Mode,,,,,,,
397,,OUT OUT (feat. Charli XCX & Saweetie),2021-08-13,Joel Corry,False,OUT OUT (feat. Charli XCX & Saweetie),Beast Mode,,,,,,,
398,,Off Of My Mind,2021-07-09,Icona Pop,False,Off Of My Mind,Beast Mode,,,,,,,
399,,Don't You Hold Me Down,2021-08-27,Alan Walker,False,Don't You Hold Me Down,Beast Mode,,,,,,,
400,,Tell It To My Heart,2021-10-29,MEDUZA,False,Tell It To My Heart,Beast Mode,,,,,,,
401,,Astronaut In The Ocean,2021-01-06,Masked Wolf,True,Astronaut In The Ocean,Beast Mode,,,,,,,
402,,Goodbye,2020-12-18,Imanbek,False,Goodbye,Beast Mode,,,,,,,
403,,Unbreakable (with Sam Gray),2021-09-10,TELYKast,False,Unbreakable (with Sam Gray),Beast Mode,,,,,,,
404,,Goosebumps (Remix),2021-01-15,Travis Scott,True,Goosebumps - Remix,Beast Mode,,,,,,,
405,,KHALED KHALED,2021-04-30,DJ Khaled,True,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)",Beast Mode,,,,,,,
406,,"The Business, Pt. II",2021-01-21,Tiësto,False,"The Business, Pt. II",Beast Mode,,,,,,,
407,,BED,2021-02-26,Joel Corry,False,BED,Beast Mode,,,,,,,
408,,Piece Of Me (with LOVA),2021-09-08,Gryffin,True,Piece Of Me (with LOVA),Beast Mode,,,,,,,
409,,First Time,2021-03-12,ILLENIUM,False,First Time,Beast Mode,,,,,,,
410,,Nobody,2020-10-30,NOTD,False,Nobody,Beast Mode,,,,,,,
411,,We're Still Young,2021-09-10,Nicky Romero,False,We're Still Young,Beast Mode,,,,,,,
412,,Somebody New,2020-09-18,TELYKast,False,Somebody New,Beast Mode,,,,,,,
413,,Sweet Dreams,2021-06-11,Alan Walker,False,Sweet Dreams,Beast Mode,,,,,,,
414,,When I’m Gone (with Katy Perry),2021-12-29,Alesso,False,When I’m Gone (with Katy Perry),Beast Mode,,,,,,,
415,,Oceans & Galaxies,2021-04-16,Jauz,False,Oceans & Galaxies,Beast Mode,,,,,,,
416,,Chain My Heart,2021-06-11,Topic,False,Chain My Heart,Beast Mode,,,,,,,
417,,Skydance,2021-04-30,W&W,False,Skydance,Beast Mode,,,,,,,
418,,"Lemonade (feat. Gunna, Don Toliver & NAV)",2020-08-14,Internet Money,True,Lemonade,Beast Mode,,,,,,,
419,,SLEEP,2021-10-22,DVBBS,True,Do It Anyway (with Icona Pop),Beast Mode,,,,,,,
420,,Moth To A Flame,2021-10-22,Swedish House Mafia,False,Moth To A Flame (with The Weeknd),Beast Mode,,,,,,,
421,,Run It (feat. Rick Ross & Rich Brian),2021-08-13,DJ Snake,False,Run It (feat. Rick Ross & Rich Brian),Beast Mode,,,,,,,
422,,What's Up,2021-02-12,Gaullin,False,What's Up,Beast Mode,,,,,,,
423,,I Won [From F9 The Fast Saga Original Motion Picture Soundtrack],2021-06-04,Ty Dolla $ign,True,I Won,Beast Mode,,,,,,,
424,,One More Dance (with Alida),2020-11-13,R3HAB,False,One More Dance (with Alida),Beast Mode,,,,,,,
425,,Shockwave,2021-06-11,Marshmello,False,Shockwave,Beast Mode,,,,,,,
426,,My Universe (Galantis Remix),2021-10-11,Coldplay,False,My Universe - Galantis Remix,Beast Mode,,,,,,,
427,,Believe Me,2021-01-22,Navos,False,Believe Me,Beast Mode,,,,,,,
428,,Mood (feat. iann dior),2020-07-24,24kGoldn,True,Mood (feat. iann dior),Beast Mode,,,,,,,
429,,Way Out (feat. Big Sean),2020-12-09,Jack Harlow,True,Way Out (feat. Big Sean),Beast Mode,,,,,,,
430,,Soon Not Later,2021-01-29,Lady Bee,False,Soon Not Later,Beast Mode,,,,,,,
431,,Certified Lover Boy,2021-09-03,Drake,True,Way 2 Sexy (with Future & Young Thug),Beast Mode,,,,,,,
432,,FEELING GUD,2020-02-07,NGHTMRE,False,FEELING GUD,Beast Mode,,,,,,,
433,,Remember,2021-06-18,Becky Hill,False,Remember,Beast Mode,,,,,,,
