UserOwner,AlbumName,SongReleaseDate,ArtistName,SongIsExplicit,SongId,SongName,PlaylistName
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,18CctEeOpjEDIAvWM5S7RE,The Streets of Whiterun,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,1czhAnpBVEcFN9DTLAsfAQ,One They Fear,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,5ZTOYmie4S8M0mdpQyxptN,The White River,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,4XAZRGBgDIunpDTCLPmFBI,Silence Unbroken,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,77Fw7rWYBsjA5Uf2cSocUN,Standing Stones,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,2fV0IaXWhhw3qH1UqIlxLJ,Beneath the Ice,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,0lIDOHnoe4RJgm6rzowj6x,Tundra,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,5OEXISM55Inhcs4Ea29Iej,Journey's End,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,6ARhVYRijhEVK51s2krtgv,Before the Storm,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,0lmT9W6HJBuHTTLAx55CEI,A Chance Meeting,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,0OA1MDhAZUytHW5o3sGNa9,Out of the Cold,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,0JP97EPP5NkoemtNNjQYPR,Around the Fire,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,2xovTJpFp6nIish7Umbxnw,Shadows and Echoes,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,6KarkdG6uQw710E0yNTXCS,Caught off Guard,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,2jd20t5nkaFrEbTPJNXDzi,Aurora,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,425Vkd1jC6NkRg2UQTGDDt,Blood and Steel,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,0o9tFXB50ZHr80WuBETEV5,Towers and Shadows,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,4SPhOt358dgTB2xyKh8CQu,Seven Thousand Steps,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,7gkkNoM0zgRc4i42w3tnts,Solitude,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,7b1m8chT0FFlokVcUtRqif,Watch the Skies,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,1SCZdUny74IGIsMOb5OYjL,The Gathering Storm,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,5dmkAW2HpEJgFDSgkywm8N,"Sky Above, Voice Within",Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,1q2Mit91oCqQtuO8TJa77S,Death in the Darkness,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,4QRwVzgh1IfaWGAz2eA3YN,Shattered Shields,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,6V3sqmfttMaBPK9OdQvGd1,Sovngarde,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,5K6HZ4t7rUb2VbZqmBPPfY,Wind Guide You,Skyrim
garciavicval,The Elder Scrolls V: Skyrim: Original Game Soundtrack,2013-01-31,Jeremy Soule,False,4uiYbSb9a0jbNctHif2j4w,Skyrim Atmospheres,Skyrim
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,4QX9ua1QVyhfAWy73TtrlH,Reign of the Septims,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,7rtxlP1iijQrZeUASrioeg,Through the Valleys,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,2Fef1KP0yLaVtzUIE1P0kE,Death Knell,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,1NhDv99nTtRm37rZpoH7Ix,Harvest Dawn,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,57TXUMmaFPIjBndvkskfz6,Wind from the Depths,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,77dmvB30VrxEJOaNduzPhB,King and Country,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,6VrX52VugtvrrMdSsexmQa,Fall of the Hammer,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,1LDwHy3QSjUYNwvJj4QYGX,Wings of Kynareth,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,7MWYv1m0d023BdbLyG6NQE,All's Well,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,4sOH2sTByoYytmt7Cq43Vl,Tension,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,413nwu2q5SEHtiHFXRkhgZ,March of the Marauders,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,5W6KeokNeUXozE9asPqqT3,Watchman's Ease,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,4gscks7wiv5gpApcDX2GRi,Glory of Cyrodiil,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,59HCr7pKisaiDOJPRNHSWg,Defending the Gate,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,2Ue1TGY4X4KR0hcUTjMcBu,Bloody Blades,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,4Qf4sunHJJz4581avJ07kX,Minstrel's Lament,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,2jTRtDqiD4x7DzbkzoIn1H,Ancient Sorrow,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,1bXoENBZuBkZniaPhRVgNp,Auriel's Ascension,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,5pOCgByIlCMqP0XrIpkhWB,Daedra in Flight,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,4rZkp2CFdw0MJLsVoRMzi3,Unmarked Stone,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,5F6mNTPxGqCZMbRhs3mfRq,Bloodlust,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,7vwiMFaufkvfOsNSUNgolL,Sunrise of Flutes,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,4YjWvWLzN7JY0fh9ZInVYU,Churl's Revenge,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,7GNfZiDtBLXGEjMLDB5ZbQ,Deep Waters,ES4
garciavicval,The Elder Scrolls IV: Oblivion: Original Game Soundtrack,2006-03-20,Jeremy Soule,False,08WIegvJBw5UEYP0SQ3AXR,Dusk at the Market,ES4
garciavicval,Oblivion Reimagined,2020-03-26,Collosia,False,7syq5HCT5KWP1aEnkKZKYK,"Peace of Akatosh (From ""The Elder Scrolls IV: Oblivion"")",ES4
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,2djaEQHewKphzrpobPM8hh,njól,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,5hhZMTx1PDbjLNIpryXF6Z,útanlands,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,7FTQ0Sjko4rHaQmFgQCNzS,draumr,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,3WK59vSY9UYttZntVpzLm5,jata,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,6S9b7StXnTSANNLMAb3met,leikr,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,4yqK6syF3uYK83RkvkjMhT,bifröst,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,2NW8hcvMeQVz5UAVuhdQAT,jafnan,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,2aoS6PM0R1AMZtRzkzB91d,freswick,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,1CrS6nV5ISKaRJeOMlYGkX,ek elska þik,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,6A3oO0FUsBBD0fYZVFbUbn,himinbjörg,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,7ezL1qB4Dui9gPF4N45Xjf,vetr,Norn
garciavicval,The Northerner Diaries Symphonic Sketches,2018-07-05,Jeremy Soule,False,3Xk3o7NMLloGe5izZUelSm,ginnung,Norn
